"Protein_IDs"	"Majority_protein_IDs"	"Peptide_counts_all"	"Peptide_counts_razor_unique"	"Peptide_counts_unique"	"Fasta_headers"	"Number_of_proteins"	"Peptides"	"Razor_unique_peptides"	"Unique_peptides"	"Peptides_D_R1"	"Peptides_D_R2"	"Peptides_D_R3"	"Peptides_E_R1"	"Peptides_E_R2"	"Peptides_E_R3"	"Razor_unique_peptides_D_R1"	"Razor_unique_peptides_D_R2"	"Razor_unique_peptides_D_R3"	"Razor_unique_peptides_E_R1"	"Razor_unique_peptides_E_R2"	"Razor_unique_peptides_E_R3"	"Unique_peptides_D_R1"	"Unique_peptides_D_R2"	"Unique_peptides_D_R3"	"Unique_peptides_E_R1"	"Unique_peptides_E_R2"	"Unique_peptides_E_R3"	"Sequence_coverage"	"Unique_razor_sequence_coverage"	"Unique_sequence_coverage"	"Mol_weight_kDa"	"Sequence_length"	"Sequence_lengths"	"Q_value"	"Identification_type_D_R1"	"Identification_type_D_R2"	"Identification_type_D_R3"	"Identification_type_E_R1"	"Identification_type_E_R2"	"Identification_type_E_R3"	"Sequence_coverage_D_R1"	"Sequence_coverage_D_R2"	"Sequence_coverage_D_R3"	"Sequence_coverage_E_R1...."	"Sequence_coverage_E_R2"	"Sequence_coverage_E_R3"	"Intensity"	"Intensity_D_R1"	"Intensity_D_R2"	"Intensity_D_R3"	"Intensity_E_R1"	"Intensity_E_R2"	"Intensity_E_R3"	"iBAQ"	"iBAQ_D_R1"	"iBAQ_D_R2"	"iBAQ_D_R3"	"iBAQ_E_R1"	"iBAQ_E_R2"	"iBAQ_E_R3"	"LFQ_intensity_D_R1"	"LFQ_intensity_D_R2"	"LFQ.intensity_D_R3"	"LFQ_intensity_E_R1"	"LFQ_intensity_E_R2"	"LFQ_intensity_E_R3"	"MS_MS_Count_D_R1"	"MS_MS_Count_D_R2"	"MS_MS_Count_D_R3"	"MS_MS_Count_E_R1"	"MS_MS_Count_E_R2"	"MS_MS_Count_E_R3"	"MS_MS_Count"	"Only_identified_by_site"	"Reverse"	"Potential_contaminant"	"id"	"Peptide_IDs"	"Peptide_is_razor"	"Mod_peptide_IDs"	"Evidence_IDs"	"MS_MS_IDs"	"Best_MS_MS"	"Oxidation_M_site_IDs"	"Oxidation_M_site_positions"
"P04807"	"sp|P04807|HXKB_YEAST"	"20"	"20"	"19"	">sp|P04807|HXKB_YEAST Hexokinase-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXK2 PE=1 SV=4"	1	20	20	19	19	19	19	19	20	20	19	19	19	19	20	20	18	18	18	18	19	19	64.4	64.4	62.8	53.942	486	"486"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	62.8	58.4	62.8	62.8	64.4	64.4	"26931000000"	4420700000	4320700000	4222100000	4774900000	4604300000	4588700000	997460000	163730000	160030000	156370000	176850000	170530000	169950000	4628200000	4594300000	4430400000	4911800000	4671800000	4569700000	59	57	58	68	65	63	370	""	""	""	151	"54;237;1718;2531;2789;3150;4024;4622;4812;5228;5540;6597;7072;7103;7286;7654;8201;11382;11925;13526"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"	"54;240;1730;2544;2804;3165;4042;4643;4833;5250;5563;6627;7102;7133;7317;7685;8236;8237;11443;11986;13597"	"402;403;404;405;406;407;408;409;410;411;412;413;414;415;1740;1741;1742;1743;1744;1745;1746;1747;1748;1749;1750;1751;1752;12049;12050;12051;12052;12053;12054;12055;12056;12057;12058;12059;12060;12061;17202;17203;17204;17205;17206;17207;18838;18839;18840;18841;18842;18843;18844;18845;18846;18847;18848;18849;18850;21484;21485;21486;21487;21488;21489;26895;26896;26897;26898;26899;26900;26901;26902;26903;26904;26905;26906;26907;30961;30962;30963;32163;32164;32165;32166;32167;32168;34819;34820;34821;34822;34823;34824;34825;34826;34827;34828;36744;36745;36746;36747;36748;36749;36750;36751;36752;36753;36754;36755;36756;43963;43964;43965;43966;43967;43968;47156;47157;47158;47159;47160;47161;47162;47163;47164;47165;47166;47363;47364;47365;47366;47367;47368;48470;48471;48472;48473;48474;48475;50866;50867;50868;50869;50870;50871;50872;50873;50874;50875;50876;50877;50878;50879;50880;50881;50882;50883;50884;50885;50886;50887;54589;54590;54591;54592;54593;54594;54595;54596;54597;54598;54599;54600;54601;75911;75912;75913;75914;75915;75916;75917;75918;75919;75920;75921;79423;79424;79425;79426;79427;79428;79429;79430;79431;79432;79433;79434;79435;79436;79437;79438;79439;90960;90961;90962;90963;90964;90965;90966;90967;90968;90969;90970;90971;90972;90973;90974;90975;90976"	"648;649;650;651;652;653;654;655;656;657;658;659;2564;2565;2566;2567;2568;2569;2570;2571;2572;2573;2574;2575;2576;2577;2578;2579;2580;2581;2582;2583;17387;17388;17389;17390;17391;17392;17393;17394;17395;17396;17397;17398;17399;17400;17401;17402;17403;17404;17405;17406;17407;17408;17409;17410;17411;17412;17413;17414;17415;17416;17417;17418;24491;24492;24493;24494;24495;24496;24497;24498;24499;24500;24501;24502;26713;26714;26715;26716;26717;26718;26719;26720;26721;26722;26723;26724;26725;26726;26727;26728;26729;26730;26731;26732;26733;26734;26735;26736;26737;26738;30672;30673;30674;30675;30676;30677;30678;30679;30680;30681;30682;30683;38091;38092;38093;38094;38095;38096;38097;38098;38099;38100;38101;38102;38103;38104;38105;38106;38107;38108;38109;38110;38111;38112;38113;38114;43734;43735;43736;43737;43738;43739;43740;43741;45298;45299;45300;45301;45302;45303;49132;49133;49134;49135;49136;49137;49138;49139;49140;49141;49142;49143;49144;51730;51731;51732;51733;51734;51735;51736;51737;51738;51739;51740;51741;51742;51743;51744;51745;51746;51747;51748;51749;51750;51751;51752;51753;51754;51755;51756;51757;51758;51759;51760;51761;51762;51763;51764;51765;51766;51767;51768;51769;51770;61666;61667;61668;61669;61670;61671;61672;61673;61674;61675;61676;66046;66047;66048;66049;66050;66051;66052;66053;66054;66055;66056;66057;66058;66059;66060;66061;66062;66063;66064;66065;66066;66067;66068;66069;66070;66297;66298;66299;66300;66301;66302;67850;67851;67852;67853;67854;67855;67856;67857;67858;67859;67860;67861;67862;67863;71240;71241;71242;71243;71244;71245;71246;71247;71248;71249;71250;71251;71252;71253;71254;71255;71256;71257;71258;71259;71260;71261;71262;71263;71264;71265;71266;71267;71268;71269;71270;71271;71272;71273;71274;71275;71276;71277;71278;71279;71280;71281;71282;71283;71284;71285;71286;71287;71288;71289;71290;71291;71292;71293;71294;71295;71296;71297;71298;71299;76247;76248;76249;76250;76251;76252;76253;76254;76255;76256;76257;76258;76259;76260;76261;105825;105826;105827;105828;105829;105830;110779;110780;110781;110782;110783;110784;110785;110786;110787;110788;110789;110790;110791;110792;110793;110794;110795;110796;110797;127820;127821;127822;127823;127824;127825;127826;127827;127828;127829;127830;127831;127832;127833;127834;127835;127836;127837;127838;127839;127840;127841;127842;127843;127844;127845;127846;127847;127848;127849;127850;127851;127852;127853"	"657;2565;17415;24492;26737;30673;38095;43737;45298;49140;51762;61675;66063;66302;67856;71246;76248;105827;110783;127852"	"60"	"304"
"P04819"	"sp|P04819|DNLI1_YEAST"	"3"	"3"	"3"	">sp|P04819|DNLI1_YEAST DNA ligase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC9 PE=1 SV=2"	1	3	3	3	2	2	2	2	3	3	2	2	2	2	3	3	2	2	2	2	3	3	6.5	6.5	6.5	84.827	755	"755"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	4.2	3.6	4.2	3.6	6.5	6.5	"88141000"	18471000	3975500	12056000	8903100	23634000	21101000	2592400	543250	116930	354590	261860	695120	620620	16482000	0	14673000	12930000	17820000	13969000	1	1	2	0	3	2	9	""	""	""	152	"6272;13164;13860"	"True;True;True"	"6299;13234;13931"	"41733;41734;41735;41736;41737;41738;41739;41740;41741;41742;88564;88565;88566;88567;93121;93122;93123;93124"	"58623;58624;58625;58626;58627;58628;58629;58630;124540;124541;124542;130829"	"58626;124541;130829"	""	""
"P04840"	"sp|P04840|VDAC1_YEAST"	"13"	"13"	"13"	">sp|P04840|VDAC1_YEAST Mitochondrial outer membrane protein porin 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=POR1 PE=1 SV=4"	1	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	52.3	52.3	52.3	30.428	283	"283"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	52.3	52.3	52.3	52.3	52.3	52.3	"10076000000"	1604700000	1513400000	1650900000	1730100000	1759100000	1818100000	629770000	100290000	94589000	103180000	108130000	109950000	113630000	1711400000	1707800000	1813400000	1721600000	1736600000	1780400000	25	23	26	27	25	23	149	""	""	""	153	"1452;3890;5253;6841;8372;8636;9366;9482;9564;10625;12942;13461;13769"	"True;True;True;True;True;True;True;True;True;True;True;True;True"	"1462;3908;5275;6871;8412;8679;9414;9531;9613;10679;13010;13532;13840"	"10313;10314;10315;10316;10317;10318;26053;26054;26055;26056;26057;26058;34996;34997;34998;34999;35000;35001;35002;45568;45569;45570;45571;45572;45573;45574;45575;55737;55738;55739;55740;55741;55742;57372;57373;57374;57375;57376;57377;62191;62192;62193;62194;62195;62196;63008;63009;63010;63011;63012;63013;63558;63559;63560;63561;63562;63563;63564;70681;70682;70683;70684;70685;70686;86985;86986;86987;86988;86989;86990;90522;90523;90524;90525;90526;90527;92543;92544;92545;92546;92547;92548"	"15083;15084;15085;15086;15087;15088;15089;15090;15091;15092;15093;15094;15095;15096;15097;15098;36901;36902;36903;36904;36905;36906;36907;36908;36909;36910;36911;36912;49351;49352;49353;49354;49355;49356;49357;49358;49359;49360;49361;49362;49363;49364;63857;63858;63859;63860;63861;63862;63863;63864;63865;63866;63867;63868;63869;63870;63871;63872;63873;63874;77755;77756;77757;77758;77759;77760;77761;77762;77763;77764;77765;77766;77767;77768;77769;77770;77771;77772;79935;79936;79937;79938;79939;79940;79941;79942;79943;79944;79945;79946;79947;79948;79949;86569;86570;86571;86572;86573;86574;86575;86576;86577;86578;86579;87542;87543;87544;88281;88282;88283;88284;88285;88286;88287;88288;88289;88290;88291;88292;88293;98421;98422;98423;98424;98425;98426;122311;127212;127213;127214;127215;127216;127217;127218;127219;127220;127221;127222;127223;129999;130000;130001;130002;130003;130004;130005;130006;130007;130008;130009;130010"	"15097;36902;49356;63873;77756;79944;86570;87544;88282;98422;122311;127217;130007"	""	""
"P04912"	"sp|P04912|H2A2_YEAST;sp|P04911|H2A1_YEAST"	"3;3"	"2;2"	"2;2"	">sp|P04912|H2A2_YEAST Histone H2A.2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HTA2 PE=1 SV=2;>sp|P04911|H2A1_YEAST Histone H2A.1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HTA1 PE=1 SV=2"	2	3	2	2	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	29.5	24.2	24.2	13.989	132	"132;132"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	29.5	29.5	29.5	29.5	29.5	29.5	"3148100000"	521970000	484080000	536750000	552730000	535130000	517460000	629620000	104390000	96816000	107350000	110550000	107030000	103490000	561190000	553050000	584790000	531760000	537920000	515890000	7	6	7	8	7	8	43	""	""	""	154	"313;4654;6077"	"True;False;True"	"318;4675;6104"	"2293;2294;2295;2296;2297;2298;2299;2300;2301;2302;2303;2304;31188;31189;31190;31191;31192;31193;40475;40476;40477;40478;40479;40480;40481;40482;40483;40484;40485;40486"	"3330;3331;3332;3333;3334;3335;3336;3337;3338;3339;3340;3341;3342;3343;3344;3345;3346;3347;3348;44011;44012;44013;44014;44015;56944;56945;56946;56947;56948;56949;56950;56951;56952;56953;56954;56955;56956;56957;56958;56959;56960;56961;56962;56963;56964;56965;56966;56967;56968"	"3338;44011;56945"	""	""
"P05030"	"sp|P05030|PMA1_YEAST;sp|P19657|PMA2_YEAST"	"22;16"	"22;16"	"22;16"	">sp|P05030|PMA1_YEAST Plasma membrane ATPase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PMA1 PE=1 SV=2;>sp|P19657|PMA2_YEAST Plasma membrane ATPase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PMA2 PE=1 SV=3"	2	22	22	22	21	21	21	22	21	21	21	21	21	22	21	21	21	21	21	22	21	21	38.5	38.5	38.5	99.618	918	"918;947"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	37.3	37.3	36.3	38.5	36.3	36.3	"42472000000"	6493600000	6344900000	6864200000	7657300000	7698300000	7413600000	1415700000	216450000	211500000	228810000	255240000	256610000	247120000	7050600000	7176100000	7080700000	7477600000	7305700000	7481800000	93	89	90	98	94	82	546	""	""	""	155	"139;1454;3914;4574;4575;4696;5662;7056;7166;7728;8162;9116;9329;9807;10931;11225;11453;11966;12541;13004;13114;13897"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"	"141;1464;3932;4595;4596;4717;5686;7086;7197;7759;8196;9163;9377;9856;10985;11284;11285;11514;12027;12606;13072;13182;13968"	"1002;1003;1004;1005;1006;1007;1008;1009;1010;1011;1012;1013;1014;10325;10326;10327;10328;10329;10330;10331;10332;10333;10334;10335;10336;10337;10338;10339;10340;10341;10342;10343;10344;10345;10346;10347;10348;10349;10350;26190;26191;26192;26193;26194;26195;30653;30654;30655;30656;30657;30658;30659;30660;30661;30662;30663;30664;30665;30666;30667;30668;30669;30670;31453;31454;31455;31456;31457;31458;31459;31460;31461;31462;31463;31464;31465;31466;31467;37688;37689;37690;37691;37692;37693;37694;37695;37696;37697;47002;47003;47004;47005;47006;47007;47008;47009;47010;47011;47012;47013;47014;47015;47753;47754;47755;47756;47757;47758;47759;47760;51474;51475;51476;51477;51478;51479;51480;51481;51482;51483;51484;51485;51486;51487;51488;51489;51490;51491;51492;51493;51494;51495;51496;51497;51498;51499;51500;51501;51502;51503;51504;51505;51506;51507;51508;51509;51510;51511;51512;51513;51514;51515;51516;51517;51518;51519;51520;51521;51522;51523;51524;51525;51526;51527;51528;51529;51530;51531;51532;54362;54363;54364;54365;60497;60498;60499;60500;60501;60502;60503;60504;60505;60506;60507;60508;60509;61942;61943;61944;61945;61946;61947;61948;61949;61950;61951;61952;61953;65279;65280;65281;65282;65283;65284;65285;72610;72611;72612;72613;72614;72615;72616;72617;72618;72619;74840;74841;74842;74843;74844;74845;74846;74847;74848;74849;76485;76486;76487;76488;76489;76490;79870;79871;79872;79873;79874;79875;79876;79877;79878;79879;79880;79881;79882;79883;79884;79885;79886;79887;83941;83942;83943;83944;83945;83946;83947;83948;83949;83950;83951;83952;83953;83954;83955;83956;83957;83958;87447;87448;87449;87450;87451;87452;88196;88197;88198;88199;88200;88201;93361;93362;93363;93364;93365;93366;93367;93368;93369;93370;93371;93372"	"1469;1470;1471;1472;1473;1474;1475;1476;1477;1478;1479;1480;1481;1482;1483;1484;1485;1486;1487;15104;15105;15106;15107;15108;15109;15110;15111;15112;15113;15114;15115;15116;15117;15118;15119;15120;15121;15122;15123;15124;15125;15126;15127;15128;15129;15130;15131;15132;15133;15134;15135;15136;15137;15138;15139;15140;15141;15142;15143;15144;15145;15146;15147;15148;37082;37083;37084;37085;37086;37087;37088;37089;37090;37091;37092;37093;37094;37095;37096;37097;37098;37099;37100;37101;37102;37103;37104;37105;37106;37107;37108;37109;37110;37111;43352;43353;43354;43355;43356;43357;43358;43359;43360;43361;43362;43363;43364;43365;43366;43367;43368;43369;43370;43371;43372;43373;43374;43375;43376;43377;43378;43379;43380;44311;44312;44313;44314;44315;44316;44317;44318;44319;44320;44321;44322;44323;44324;44325;44326;44327;44328;44329;44330;44331;44332;44333;44334;44335;44336;44337;44338;44339;53100;53101;53102;53103;53104;53105;53106;53107;53108;53109;53110;53111;53112;53113;65811;65812;65813;65814;65815;65816;65817;65818;65819;65820;65821;65822;65823;65824;65825;65826;65827;65828;65829;65830;65831;65832;65833;65834;65835;65836;65837;65838;65839;65840;65841;65842;65843;65844;65845;65846;65847;66883;66884;66885;66886;66887;66888;66889;66890;66891;66892;66893;66894;66895;66896;66897;66898;66899;66900;72173;72174;72175;72176;72177;72178;72179;72180;72181;72182;72183;72184;72185;72186;72187;72188;72189;72190;72191;72192;72193;72194;72195;72196;72197;72198;72199;72200;72201;72202;72203;72204;72205;72206;72207;72208;72209;72210;72211;72212;72213;72214;72215;72216;72217;72218;72219;72220;72221;72222;72223;72224;72225;72226;72227;72228;72229;72230;72231;72232;72233;72234;72235;72236;72237;72238;72239;72240;72241;72242;72243;72244;72245;72246;72247;72248;72249;72250;72251;72252;72253;72254;72255;72256;72257;72258;72259;72260;72261;72262;72263;72264;72265;72266;72267;72268;75950;75951;75952;75953;75954;75955;84207;84208;84209;84210;84211;84212;84213;84214;84215;84216;84217;84218;84219;84220;84221;84222;84223;84224;84225;84226;84227;84228;84229;84230;84231;84232;84233;84234;84235;84236;84237;84238;84239;84240;84241;84242;84243;84244;84245;84246;84247;84248;84249;84250;84251;84252;84253;84254;84255;84256;84257;86266;86267;86268;86269;86270;86271;86272;86273;86274;86275;86276;86277;86278;86279;86280;86281;86282;86283;86284;86285;86286;86287;86288;86289;86290;86291;90493;90494;90495;90496;90497;90498;90499;101183;101184;101185;101186;101187;101188;101189;101190;101191;101192;101193;101194;101195;101196;101197;104333;104334;104335;104336;104337;104338;104339;104340;104341;104342;106793;106794;106795;106796;106797;106798;106799;106800;106801;106802;106803;111532;111533;111534;111535;111536;111537;111538;111539;111540;111541;111542;111543;111544;111545;111546;111547;111548;111549;111550;111551;111552;111553;111554;111555;111556;111557;111558;117786;117787;117788;117789;117790;117791;117792;117793;117794;117795;117796;117797;117798;117799;117800;117801;117802;117803;117804;117805;117806;117807;117808;117809;117810;117811;117812;117813;117814;117815;117816;117817;117818;117819;117820;117821;117822;117823;117824;117825;117826;117827;122917;122918;122919;122920;122921;122922;122923;122924;122925;122926;122927;122928;122929;122930;122931;122932;122933;122934;122935;122936;124024;124025;124026;124027;124028;124029;124030;124031;124032;124033;124034;124035;124036;124037;124038;124039;124040;124041;131114;131115;131116;131117;131118;131119;131120"	"1483;15125;37095;43353;43377;44326;53103;65841;66884;72244;75954;84251;86283;90497;101190;104339;106797;111535;117800;122931;124028;131115"	""	""
"P05317"	"sp|P05317|RLA0_YEAST"	"7"	"7"	"7"	">sp|P05317|RLA0_YEAST 60S acidic ribosomal protein P0 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPP0 PE=1 SV=2"	1	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	28.5	28.5	28.5	33.717	312	"312"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	28.5	28.5	28.5	28.5	28.5	28.5	"30585000000"	5004100000	5043400000	5039800000	5132600000	5420500000	4.945e+09	2548800000	417010000	420290000	419980000	427720000	451710000	412090000	5279600000	5515300000	5294300000	5.084e+09	5295600000	5348400000	28	24	22	28	25	23	150	""	""	""	156	"286;4047;4321;4444;7042;10315;11832"	"True;True;True;True;True;True;True"	"291;4065;4341;4464;7072;10367;11893"	"2091;2092;2093;2094;2095;2096;2097;2098;2099;2100;2101;2102;2103;2104;2105;2106;2107;2108;2109;2110;2111;2112;2113;2114;2115;2116;2117;2118;2119;27031;27032;27033;27034;27035;27036;27037;27038;27039;27040;27041;27042;27043;27044;27045;27046;27047;27048;27049;28826;28827;28828;28829;28830;28831;28832;28833;28834;28835;28836;29630;29631;29632;29633;29634;29635;29636;46885;46886;46887;46888;46889;46890;46891;46892;46893;46894;46895;46896;68601;68602;68603;68604;68605;68606;78828;78829;78830;78831;78832;78833;78834;78835;78836;78837;78838"	"3039;3040;3041;3042;3043;3044;3045;3046;3047;3048;3049;3050;3051;3052;3053;3054;3055;3056;3057;3058;3059;3060;3061;3062;3063;3064;3065;3066;3067;3068;3069;3070;3071;3072;3073;3074;3075;3076;3077;3078;3079;3080;38304;38305;38306;38307;38308;38309;38310;38311;38312;38313;38314;38315;38316;38317;38318;38319;38320;38321;38322;38323;38324;38325;38326;38327;38328;38329;38330;38331;38332;38333;38334;38335;38336;38337;38338;38339;38340;38341;38342;38343;38344;38345;38346;38347;40647;40648;40649;40650;40651;40652;40653;40654;40655;40656;40657;40658;40659;40660;41739;41740;41741;41742;41743;41744;41745;41746;41747;41748;41749;65663;65664;65665;65666;65667;65668;65669;65670;65671;65672;65673;65674;95479;95480;95481;95482;95483;95484;95485;109982;109983;109984;109985;109986;109987;109988;109989;109990;109991;109992;109993;109994;109995;109996;109997;109998;109999;110000;110001;110002;110003;110004;110005;110006;110007;110008;110009;110010;110011;110012;110013;110014;110015"	"3070;38329;40647;41739;65663;95484;110006"	""	""
"P05318"	"sp|P05318|RLA1_YEAST"	"2"	"2"	"2"	">sp|P05318|RLA1_YEAST 60S acidic ribosomal protein P1-alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPP1A PE=1 SV=4"	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	43.4	43.4	43.4	10.908	106	"106"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	43.4	43.4	43.4	43.4	43.4	43.4	"9745900000"	2909300000	1892200000	945120000	2047200000	1312700000	639330000	2436500000	727330000	473040000	236280000	511810000	328170000	159830000	3060100000	2145100000	1084200000	2056100000	1205900000	623260000	22	14	6	22	7	6	77	""	""	""	157	"6418;10843"	"True;True"	"6448;10897"	"42745;42746;42747;42748;42749;42750;42751;42752;42753;42754;42755;42756;42757;42758;42759;42760;42761;42762;42763;42764;42765;71995;71996;71997;71998;71999;72000;72001;72002;72003;72004;72005;72006;72007;72008;72009;72010;72011;72012;72013;72014;72015;72016;72017;72018;72019;72020;72021;72022;72023;72024;72025;72026;72027;72028;72029;72030;72031;72032;72033;72034;72035;72036;72037;72038;72039;72040;72041;72042"	"60044;60045;60046;60047;60048;60049;60050;60051;60052;60053;60054;60055;60056;60057;60058;60059;60060;60061;60062;60063;60064;60065;60066;60067;60068;60069;60070;60071;60072;100250;100251;100252;100253;100254;100255;100256;100257;100258;100259;100260;100261;100262;100263;100264;100265;100266;100267;100268;100269;100270;100271;100272;100273;100274;100275;100276;100277;100278;100279;100280;100281;100282;100283;100284;100285;100286;100287;100288;100289;100290;100291;100292;100293;100294;100295;100296;100297;100298;100299"	"60057;100287"	""	""
"P05319"	"sp|P05319|RLA2_YEAST"	"4"	"4"	"4"	">sp|P05319|RLA2_YEAST 60S acidic ribosomal protein P2-alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPP2A PE=1 SV=1"	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	52.8	52.8	52.8	10.746	106	"106"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	52.8	52.8	52.8	52.8	52.8	52.8	"17695000000"	2848400000	2671200000	2782300000	3168300000	3053300000	3171400000	2949100000	474730000	445200000	463720000	528060000	508880000	528560000	3161800000	2855300000	2872200000	3405800000	3001400000	3.055e+09	20	19	14	20	16	16	105	""	""	""	158	"491;10923;12982;13692"	"True;True;True;True"	"497;10977;13050;13763"	"3557;3558;3559;3560;3561;3562;3563;3564;3565;3566;3567;3568;72547;72548;72549;72550;72551;72552;87248;87249;87250;87251;87252;87253;87254;87255;87256;87257;92039;92040;92041;92042;92043;92044;92045;92046;92047;92048;92049;92050;92051;92052;92053;92054;92055;92056;92057;92058;92059;92060;92061;92062;92063;92064;92065"	"5172;5173;5174;5175;5176;5177;5178;5179;5180;5181;5182;5183;5184;5185;5186;5187;5188;5189;101078;101079;101080;101081;101082;101083;101084;101085;101086;101087;101088;101089;101090;101091;101092;122650;122651;122652;122653;122654;122655;122656;122657;122658;122659;122660;122661;122662;122663;122664;122665;122666;122667;122668;122669;122670;122671;122672;122673;122674;122675;122676;122677;129237;129238;129239;129240;129241;129242;129243;129244;129245;129246;129247;129248;129249;129250;129251;129252;129253;129254;129255;129256;129257;129258;129259;129260;129261;129262;129263;129264;129265;129266;129267;129268;129269;129270;129271;129272;129273;129274;129275;129276;129277;129278;129279;129280;129281"	"5173;101079;122672;129247"	""	""
"P05373"	"sp|P05373|HEM2_YEAST"	"4"	"4"	"4"	">sp|P05373|HEM2_YEAST Delta-aminolevulinic acid dehydratase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HEM2 PE=1 SV=2"	1	4	4	4	3	4	4	4	4	4	3	4	4	4	4	4	3	4	4	4	4	4	12	12	12	37.74	342	"342"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	9.1	12	12	12	12	12	"464130000"	59881000	80373000	76816000	80755000	93330000	72978000	27302000	3522400	4727800	4518600	4750300	5490000	4292800	80765000	81297000	82864000	79482000	86693000	72657000	3	4	4	6	3	5	25	""	""	""	159	"3666;4716;11351;11444"	"True;True;True;True"	"3683;4737;11412;11505"	"24690;24691;24692;24693;24694;31596;31597;31598;31599;31600;31601;75726;75727;75728;75729;75730;75731;76427;76428;76429;76430;76431;76432;76433;76434"	"35038;35039;35040;35041;35042;44544;44545;44546;44547;44548;44549;44550;105583;105584;105585;105586;105587;105588;105589;105590;105591;105592;106729;106730;106731;106732;106733;106734;106735"	"35040;44548;105583;106731"	""	""
"P05374"	"sp|P05374|CHO2_YEAST"	"4"	"4"	"4"	">sp|P05374|CHO2_YEAST Phosphatidylethanolamine N-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CHO2 PE=1 SV=1"	1	4	4	4	2	4	4	4	2	4	2	4	4	4	2	4	2	4	4	4	2	4	7	7	7	101.2	869	"869"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	2.8	7	7	7	2.8	7	"135380000"	9724300	27715000	27269000	23783000	19549000	27338000	3008400	216090	615880	605970	528520	434420	607510	0	3e+07	28556000	23247000	24063000	25086000	1	5	2	2	2	1	13	""	""	""	160	"1232;1684;2987;5319"	"True;True;True;True"	"1242;1696;3002;5341"	"8901;8902;8903;8904;8905;11829;11830;11831;11832;11833;11834;20100;20101;20102;20103;20104;35403;35404;35405;35406;35407;35408;35409"	"13131;13132;13133;13134;13135;17123;17124;17125;17126;17127;17128;28535;28536;49861;49862;49863;49864;49865"	"13134;17125;28535;49862"	""	""
